Id	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	LifeParam	LifeReplenish	ARParam	DefenseParam	MinDamageParam	MaxDamageParam	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime
749	Mon Ha Tu Ha Linh	0	5	1	1			420				boss032	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
750	Mon Ha Tu Ha Linh	0	5	2	1			420				boss032	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
751	Mon Ha Tu Ha Linh	0	5	3	1			420				boss032	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
752	Mon Ha Tu Ha Linh	0	5	4	1			420				boss032	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
753	Tu Ha Linh Mon Chu	0	5	0	1			165				boss009	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|60	0|60	0|60	0|100	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
754	Truong Bach Tuyet Quai	0	5	0	1			130				ani059	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
755	Truong Bach Tuyet Quai	0	5	1	1			420				ani059	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
756	Truong Bach Tuyet Quai	0	5	2	1			420				ani059	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
757	Truong Bach Tuyet Quai	0	5	3	1			420				ani059	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
758	Truong Bach Tuyet Quai	0	5	4	1			420				ani059	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
759	Truong Bach Tuyet Bao	0	5	0	1			420				ani003	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
760	Truong Bach Tuyet Bao	0	5	1	1			420				ani003	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
761	Truong Bach Tuyet Bao	0	5	2	1			420				ani003	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
762	Truong Bach Tuyet Bao	0	5	3	1			420				ani003	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
763	Truong Bach Tuyet Bao	0	5	4	1			420				ani003	0	0	0	0	0	36	40	24	10	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
764	Thieu Lam Vo Danh	0	5	0	1			130				boss003	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
765	Thien Vuong Vo Danh	0	5	1	1			420				boss024	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	20	20	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
766	Duong Mon Vo Danh	0	5	2	1			420				boss019	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
767	Ngu Doc Vo Danh	0	5	3	1			420				boss007	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
768	Nga Mi Vo Danh	0	5	4	1			420				boss004	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
769	Thuy Yen Vo Danh	0	5	0	1			420				boss023	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
770	Cai Bang Vo Danh	0	5	1	1			420				boss013	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
771	Thien Nhan Vo Danh	0	5	2	1			420				boss015	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	30	30	20	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
772	Vo Dang Vo Danh	0	5	3	1			420				boss001	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
773	Con Lon Vo Danh	0	5	4	1			420				boss017	0	0	0	0	0	36	40	24	10	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|300	0|300	0|300	0|300	0|300	300	300	300	300	300	180	100	\settings\droprate\quai10x.ini	10
774	Mo Binh Ben Cong	3	6	0	1			169				boss069	0	0	0	0	0	31	31															100											400	10	700																					180	100		10
775	Su Gia Lien Dau	3	6	0	1			169				enemy060	0	0	0	0	0	31	31															100											400	10	700																					180	100		10
776	Thanh Long Tran Tru	0	1	0	1			306				enemy191	0	0	0	0	0	20	20	20	20	20	20											100	100	0|50	0	0	100	0	0	0	1	1	400	10	0	1	50	50	50	50	50	100	50	0	0	0|50	0|50	0|50	0|100	0|50	200	200	200	200	200	180	100	\settings\droprate\quai10x.ini	10
777	Cua Thanh	0	1	0	1			306				enemy193	0	0	0	0	0	20	20	20	20	20	20											100	100	0|50	0	0	100	0	0	0	1	1	400	10	0	1	50	50	50	50	50	100	50	0	0	0|50	0|50	0|50	0|100	0|50	200	200	200	200	200	180	100	\settings\droprate\quai10x.ini	10
778	Ngoa Long Hon Tran	0	1	0	1			306				enemy190	0	0	0	0	0	20	20	20	20	20	20											100	100	0|50	0	0	100	0	0	0	1	1	400	10	0	1	50	50	50	50	50	100	50	0	0	0|100	0|100	0|100	0|100	0|100	200	200	200	200	200	180	100	\settings\droprate\quai10x.ini	10
779	Co Quan	3	6	0	1							passerby201	0	0	0	0	0	40	40															100												10																						180	100		10
780	Chinh Nghia Bang	3	6	0	1							enemy112	0	0	0	0	0	29	26															100											400	10	700																					180	100		10
781	Cong Thanh Quan	3	6	0	1							passerby159	0	0	0	0	0	29	26															100											400	10	700																					180	100		10
782	Phi Nghia Bang	3	6	0	1							passerby052	0	0	0	0	0	29	26															100											400	10	700																					180	100		10
783	Quai Thu Tang Kiem	0	5	0	1			420				ani009	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
784	Quai Thu Tang Kiem	0	5	1	1			420				ani010	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
785	Quai Thu Tang Kiem	0	5	2	1			420				ani011	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
786	Quai Thu Tang Kiem	0	5	3	1			420				ani012	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
787	Quai Thu Tang Kiem	0	5	4	1			420				ani036	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
788	Quai Thu Tang Kiem	0	5	0	1			420				ani037	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
789	Quai Thu Tang Kiem	0	5	0	1			420				ani038	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
790	Quai Thu Tang Kiem	0	5	1	1			420				ani039	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
791	Quai Thu Tang Kiem	0	5	2	1			420				ani040	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
792	Tac Nhan Thu Ve	0	5	0	1			257				enemy144	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
793	Tac Nhan Thu Ve	0	5	1	1			257				enemy145	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
794	Tac Nhan Thu Ve	0	5	2	1			257				enemy146	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
795	Tac Nhan Thu Ve	0	5	3	1			257				enemy147	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
796	Tac Nhan Thu Ve	0	5	4	1			257				enemy148	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
797	Tac Nhan Thu Ve	0	5	0	1			257				enemy149	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
798	Tac Nhan Thu Ve	0	5	1	1			257				enemy150	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
799	Tac Nhan Thu Ve	0	5	2	1			257				enemy137	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
800	Tac Nhan Thu Ve	0	5	3	1			257				enemy138	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\npcvuotai.lua	100	100	0|10	100	100	100	100	6	6	18	18	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
801	Nhiep Hon Nhan	0	5	0	1			257				enemy079	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\bossvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
802	Nhiep Hon Nhan	0	5	1	1			257				enemy079	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\bossvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
803	Nhiep Hon Nhan	0	5	2	1			257				enemy079	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\bossvuotai.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
804	Nhiep Hon Nhan	0	5	3	1			257				enemy079	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\bossvuotai.lua	100	100	0|10	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
805	Nhiep Hon Nhan	0	5	4	1			257				enemy079	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\bossvuotai.lua	100	100	0|10	100	100	100	100	12	15	12	12	1200	10	700	1	80	40	30	0	0	0	20	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
806	Nhat Tu Nhan	0	5	0	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
807	Nhi Tu Nhan	0	5	2	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
808	Tam Tu Nhan	0	5	3	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
809	Tu Tu Nhan	0	5	2	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
810	Ngu Tu Nhan	0	5	0	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	18	18	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
811	Luc Tu Nhan	0	5	1	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	6	6	18	18	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
812	That Tu Nhan	0	5	0	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
813	Bat Tu Nhan	0	5	1	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
814	Cuu Tu Nhan	0	5	2	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
815	Thap Tu Nhan	0	5	3	1			257				enemy157	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100	\settings\droprate\quai10x.ini	10
816	Mon Ha Cuu Vuong	0	5	4	1			257				enemy100	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	15	5	5	1200	10	700	1	80	40	30	0	0	0	20	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
817	Mon Ha Cuu Vuong	0	5	0	1			257				enemy100	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
818	Mon Ha Cuu Vuong	0	5	0	1			257				enemy100	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
819	Nhat Tu Vuong	0	5	1	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
820	Nhi Tu Vuong	0	5	2	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	1	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
