SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	IsMagic	Skillrank
Cuång phong sËu ®iÖn	C«ng kİch ngo¹i c«ng	265	203	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_21.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	560	0	0	0	5	1	16	-1	1	1	10	1		4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	1	1	0	0	0		0					0	0	\script\skill\kunlun.lua	physicsenhance_p	kuangfeng_zhoudian	lightingdamage_v	kuangfeng_zhoudian	stun_p	kuangfeng_zhoudian	addskilldamage1	kuangfeng_zhoudian	missle_speed_v	kuangfeng_zhoudian	skill_attackradius	kuangfeng_zhoudian	skill_cost_v	kuangfeng_zhoudian	seriesdamage_p	kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		kuangfeng_zhoudian		"C«n l«n ®ao ph¸p cao cÊp chiªu thøc, dÜ cuång phong chi thÕ tŞch quyÓn ®èi thñ, ®èi kú t¹o thµnh c­êng ®¹i ®¶ kİch."	0	0
Mª tung ¶o ¶nh	Chñ ®éng	266	1003	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_33.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			64	0	2	0	440	0	0	0	2	6	20	-1	1	1	11	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	\script\skill\kunlun.lua	freezetimereduce_p	mizhong_huanying	stuntimereduce_p	mizhong_huanying	skill_cost_v	mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		mizhong_huanying		"C«n l«n nhiÕp t©m chi thuËt, hµng ®ª ®èi ph­¬ng hµnh ®éng n¨ng lùc."	0	0
S­¬ng ng¹o c«n l«n	Vâ c«ng trÊn ph¸i	267	9999	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_02.spr				0	0	3	0	0	0	0	0	5	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\kunlun.lua	attackspeed_v	shuangao_kunlun	deadlystrikeenhance_p	shuangao_kunlun	castspeed_v	shuangao_kunlun	addlightingmagic_v	shuangao_kunlun	addlightingdamage_v	shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		"C«n l«n trÊn ph¸i vò c«ng, kh¶ ®Ò th¨ng c«n l«n vò c«ng ®İch s¸t th­¬ng lùc."	0	0
Ngò l«i chİnh ph¸p	C«ng kİch néi c«ng	268	1002	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_41.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\ÎåÀ×Õı·¨m.wav	\sound\skill\ÎåÀ×Õı·¨f.wav	0	0	0	0	470	0	3	5	5	6	18	-1	4	1	11	0		3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	wulei_zhengfa	addskilldamage1	wulei_zhengfa	skill_attackradius	wulei_zhengfa	seriesdamage_p	wulei_zhengfa	skill_cost_v	wulei_zhengfa	stun_p	wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		wulei_zhengfa		"C«n l«n tèi cao vò c«ng chiªu thøc, thi triÓn xuÊt lai n¨ng ®èi ®Şch nh©n t¹o thµnh c­êng lùc ®İch l«i ®iÖn th­¬ng h¹i."	1	0
Ng¹o tuyÕt tiªu phong	C«ng kİch ngo¹i c«ng	269	203	1	\spr\Ui\skill\°ÁÑ©Ğ¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	12	270	-1	1	0	10	1		4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	1	1	0	0	0		0					0	0	\script\skill\kunlun.lua	physicsenhance_p	aoxue_xiaofeng	missle_speed_v	aoxue_xiaofeng	skill_attackradius	aoxue_xiaofeng	skill_cost_v	aoxue_xiaofeng	skill_eventskilllevel	aoxue_xiaofeng	lightingdamage_v	aoxue_xiaofeng	skill_collideevent	aoxue_xiaofeng	skill_showevent	aoxue_xiaofeng	stun_p	aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng	\script\skill\skilllvlup\°ÁÑ©Ğ¥·ç.lua	"C«n l«n ®ao ph¸p trung ®İch cao cÊp chiªu thøc, mÖnh trung hËu ®èi ®Şch nh©n t¹o thµnh liªn tôc th­¬ng h¹i."	0	0
Ng¹o tuyÕt tiªu phong	C«ng kİch ngo¹i c«ng	270	203	0	\spr\Ui\skill\°ÁÑ©Ğ¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	1	178	-1	1	1	10	1		3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	1	1	0	0	0		0					0	0	\script\skill\kunlun.lua	physicsenhance_p	aoxue_xiaofeng	missle_speed_v	aoxue_xiaofeng	skill_attackradius	aoxue_xiaofeng	skill_cost_v	aoxue_xiaofeng	skill_eventskilllevel	aoxue_xiaofeng	lightingdamage_v	aoxue_xiaofeng	skill_collideevent	aoxue_xiaofeng	skill_showevent	aoxue_xiaofeng	stun_p	aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		"C«n l«n ®ao ph¸p trung ®İch cao cÊp chiªu thøc, mÖnh trung hËu ®èi ®Şch nh©n t¹o thµnh liªn tôc th­¬ng h¹i."	0	72
KhiÕu phong tam liªn kİch	C«ng kİch ngo¹i c«ng	271		0	\spr\Ui\skill\°ÁÑ©Ğ¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	7	179	-1	1	1	10	0		5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	1		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	xiaofeng_sanlianji	seriesdamage_p	xiaofeng_sanlianji	missle_lifetime_v	xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		"Vò ®­¬ng tuyÖt ®İnh vò c«ng, b¹o ph¸t xuÊt kİnh khİ c«ng kİch phô cËn ®¹i phiÕn ph¹m vi néi ®Şch nh©n."	0	0
L«i ®éng cöu thiªn	C«ng kİch néi c«ng	272	1002	0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\ÎåÀ×Õı·¨m.wav	\sound\skill\ÎåÀ×Õı·¨f.wav	0	0	0	0	470	0	3	5	5	6	181	-1	4	1	11	1		2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	273	0	0	80	20	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	leidong_jiutian	skill_eventskilllevel	leidong_jiutian	skill_collideevent	leidong_jiutian	skill_showevent	leidong_jiutian	skill_cost_v	leidong_jiutian	addskillexp1	leidong_jiutian	skill_skillexp_v	leidong_jiutian	seriesdamage_p	leidong_jiutian	stun_p	leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian	\script\skill\skilllvlup\À×¶¯¾ÅÌì.lua	"C«n l«n tèi cao vò c«ng chiªu thøc, thi triÓn xuÊt lai n¨ng ®èi ®Şch nh©n t¹o thµnh c­êng lùc ®İch l«i ®iÖn th­¬ng h¹i."	1	0
B×nh ®Şa h¸m l«i	C«ng kİch néi c«ng	273		0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	6	193	-1	1	1	11	1		5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	pingdi_hanlei	seriesdamage_p	pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		"Vò ®­¬ng nhËp m«n vò c«ng, dông chØ phong c«ng kİch ®an c¸ ®Şch nh©n."	1	73
Tóy tiªn th¸c cèt	Bïa chó cao cÊp	274	1003	0	\spr\Ui\skill\×íÏç´í¹Ç.spr	\spr\skill\À¥ÂØ\kl_18_Ä§·¨Ê©·Å.spr			60	0	2	0	440	0	0	0	5	6	20	-1	1	1	11	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	0		0					0	0	\script\skill\kunlun.lua		zuixian_cuogu	freezetimereduce_p	zuixian_cuogu	stuntimereduce_p	zuixian_cuogu	lifereplenish_v	zuixian_cuogu	manareplenish_v	zuixian_cuogu	rangedamagereturn_p	zuixian_cuogu	skill_cost_v	zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu		zuixian_cuogu	\script\skill\skilllvlup\×íÏÉ´í¹Ç.lua	"C«n l«n chiÕn ®Êu t©m ph¸p, ®èi ®Şch nh©n sö dông kh¶ sö kú tang thÊt cùc ®¹i chiÕn ®Êu n¨ng lùc."	0	0
HuyÒn thiªn v« cùc	Kü n¨ng hç trî bŞ ®éng	275		3	\spr\Ui\¼¼ÄÜÍ¼±ê\ĞşÌìÎŞ¼«.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	\script\skill\kunlun.lua	manashield_p	xuantianwuji	dynamicmagicshield_v	xuantianwuji	returnres_p	xuantianwuji	manamax_p																																			"C«n l«n cao cÊp ®éc m«n t©m ph¸p, n¨ng hãa gi¶i nhÊt ®Şnh ®İch th­¬ng h¹i."	0	0
Thiªn tÕ tÊn l«i	C«ng kİch néi c«ng	276		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_11.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	360	0	2	1	5	1	197	-1	6	1	11	0		5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	0	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	tianji_xunlei	missle_speed_v	tianji_xunlei	skill_attackradius	tianji_xunlei	skill_cost_v	tianji_xunlei	seriesdamage_p	tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei		tianji_xunlei				"C«n l«n tiÕn giai ph¸p thuËt, triÖu ho¸n nhÊt ®¹o thiÓm ®iÖn c«ng kİch ®Şch nh©n."	0	0
Thõa long quyÕt	C«ng kİch ngo¹i c«ng	277	103	1	\spr\Ui\skill\×··ç¾ö.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	1	78	5	1	5	1	12	54	-1	1	0	9	0		0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	20	4	1	60	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	chenglong_jue		chenglong_jue	deadlystrike_p	chenglong_jue	addskilldamage1	chenglong_jue	missle_speed_v	chenglong_jue	skill_attackradius	chenglong_jue	skill_cost_v	chenglong_jue	missle_lifetime_v	chenglong_jue	seriesdamage_p	chenglong_jue	ignoredefense_p	chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		chenglong_jue		"Thiªn v­¬ng chuy ph¸p cao cÊp chiªu thøc, n¨ng có hèt l­îc ®èi thñ gi¸c ®a thiÓm tŞ."	0	0
C«ng kİch vËt lı	C«ng kİch ngo¹i c«ng	229		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_ap.spr		0	0	0	0	0	0	75	0	0	0	0	1	97	-1	1	1	9	0		5	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	\script\skill\special\½ü³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					Phæ th«ng c«ng kİch.	0	0
C«ng kİch vËt lı		230		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_ap.spr		0	0	0	0	0	0	75	0	0	0	0	1	98	-1	1	1	9	0		5	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	\script\skill\special\½ü³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					Phæ th«ng c«ng kİch.	0	0
C«ng kİch vËt lı		231		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_ap.spr		0	0	0	0	0	0	75	0	0	0	0	1	99	-1	1	1	9	0		5	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	\script\skill\special\½ü³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					Phæ th«ng c«ng kİch.	0	0
C«ng kİch vËt lı		232		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_ap.spr		0	0	0	0	0	0	75	0	0	0	0	1	100	-1	1	1	9	0		5	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	\script\skill\special\½ü³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					Phæ th«ng c«ng kİch.	0	0
Phón mao	npc	282		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_01.spr		0	0	0	0	0	0	180	0	0	0	0	1	89	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\special\Ô¶³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																						0	0
Sóy mao	npc	283		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_01.spr		0	0	0	0	0	0	180	0	0	0	4	1	88	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\special\Ô¶³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																						0	0
Thæ khÈu thñy	npc	284		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_01.spr		0	0	0	0	0	0	180	0	0	0	0	1	90	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\special\¶¾¹¥»÷.lua	poisondamage_v		skill_cost_v																																								0	0
Thæ ®éc thñy	npc	285		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_01.spr		0	0	0	0	0	0	180	0	0	0	0	1	91	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\special\¶¾¹¥»÷.lua	poisondamage_v		skill_cost_v																																								0	0
Nh­ng th¹ch ®Çu	npc	286		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_01.spr				0	0	0	0	180	0	0	0	0	1	87	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\special\Ô¶³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																						0	0
X¹ tiÕn		287		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_01.spr		0	0	0	0	0	0	180	0	0	0	0	1	93	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	80	0	0		0					0	0	\script\skill\special\Ô¶³ÌÎïÀí¹¥»÷.lua	physicsenhance_p		attackrating_p		skill_cost_v																																						0	0
Tµn d­¬ng nh­ huyÕt npc	npc	288		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_01.spr		\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	270	0	0	0	4	1	54	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\npc\²ĞÑôÈçÑª.lua	firedamage_v		skill_cost_v																																							"Thiªn nhÉn ®İch nhËp m«n vò c«ng, dÜ háa d­îc phô trî vò c«ng ph¸t xuÊt háa cÇu dÜ thiªu th­¬ng ®Şch nh©n."	0	0
§éc sa ch­ëng npc	npc	289		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	180	0	0	0	3	1	30	-1	1	1	11	0		5	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\npc\¶¾É°ÕÆ.lua	physicsdamage_v		poisondamage_v		skill_cost_v																																					"Ngò ®éc nhËp m«n vò c«ng, c«ng kİch ®an c¸ ®Şch nh©n ®¸i h÷u thiÓu l­îng ®éc th­¬ng h¹i."	0	0
Truy t©m tiÔn npc	npc	290		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	450	0	0	0	3	1	36	-1	1	1	11	0		5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	20	100	1	80	0	0		0					0	0	\script\skill\npc\¶á»ê¼ı.lua	physicsenhance_p		skill_cost_v																																							"§­êng m«n tiÕn giai vò c«ng, tÊt tu trang bŞ phi phiªu lo¹i ¸m khİ."	0	0
Phong hoa tuyÕt nguyÖt npc	npc	291		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	360	15	0	0	2	1	6	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0	0	0	0				0	0	\script\skill\npc\·çÔÆÍ»Æğ.lua	colddamage_v		skill_cost_v																																							"Thóy yªn nhËp m«n vò c«ng, c«ng kİch ®an c¸ ®Şch nh©n tŞnh t¹o thµnh b¨ng hÖ th­¬ng h¹i."	0	0
H« phong ph¸p npc	npc	292		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_01.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	2	0	300	0	2	1	5	1	14	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\npc\ºô·ç·¨.lua	lightingdamage_v		physicsdamage_v		skill_cost_v																																					"C«n l«n nhËp m«n ph¸p thuËt, triÖu ho¸n nhÊt cæ toµn phong c«ng kİch ®Şch nh©n."	0	0
Kinh l«i tr¶m npc	npc	293		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_11.spr		\sound\skill\sound_k003.wav		0	0	0	0	72	0	0	0	1	1	73	-1	1	1	9	0		0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	20	-2	0	80	0	0		0					0	0	\script\skill\npc\¾ªÀ×Õ¶.lua	physicsenhance_p		lightingdamage_v		skill_cost_v																																					"Thiªn v­¬ng trung cÊp vò c«ng, c«ng kİch th× ®¸i h÷u thiÓm ®iÖn th­¬ng h¹i."	0	0
Né l«i chØ npc	npc	294		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_01.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	1	24	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\npc\Å­À×Ö¸.lua	lightingdamage_v		skill_cost_v																																							"Vò ®­¬ng nhËp m«n vò c«ng, dông chØ phong c«ng kİch ®an c¸ ®Şch nh©n."	0	0
Tİch lŞch ®¬n npc	npc	295		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	320	0	0	0	3	1	35	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\npc\Åùö¨µ¯.lua	firedamage_v		skill_cost_v																																							"§­êng m«n nhËp m«n vò c«ng, dông tiÓu hµo ®İch háa khİ phİch lŞch ®¹n t¹c th­¬ng ®Şch nh©n."	0	0
Phiªu tuyÕt xuyªn v©n npc	npc	296		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	180	15	0	0	2	1	68	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0	¼ä¸é	5	0				0	0	\script\skill\npc\Æ®Ñ©´©ÔÆ.lua	physicsdamage_v		colddamage_v		skill_cost_v																																					"Nga mi nhËp m«n vò c«ng, c«ng kİch ®an c¸ ®Şch nh©n tŞnh t¹o thµnh b¨ng hÖ th­¬ng h¹i."	0	0
Tr¶m long quyÕt npc	npc	297		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_01.spr		\sound\skill\sound_k001.wav	0	0	0	0	0	72	0	0	0	1	1	74	-1	1	1	9	0		0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	80	0	0		0					0	0	\script\skill\npc\Õ¶Áú¾ö.lua	physicsenhance_p		firedamage_v		skill_cost_v																																					"Thiªn v­¬ng nhËp m«n vò c«ng, c«ng kİch th× ®¸i h÷u thiÓu l­îng háa hÖ th­¬ng h¹i."	0	0
